Hidden State,Observed State,Lane,Suddeness,TimeStamp,Passenger Load,Driver Behavior,Reason for lane change,Remarks
Vehicle,Stop,2nd Lane,,7:48:42,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,7:48:43,Low (0 - 33 %),,,
Passenger,Unload,2nd Lane,,7:48:44,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,7:48:45,Low (0 - 33 %),,,
Stoplight,Go,2nd Lane,,7:49:48,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,7:50:05,Low (0 - 33 %),,,
Vehicle,1 Lane Right,1st Lane,,7:50:30,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,7:55:24,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,7:55:25,Low (0 - 33 %),,,
Vehicle,Unload,1st Lane,,7:55:26,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,7:55:27,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,7:56:18,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,7:58:53,Low (0 - 33 %),1.0,,
Vehicle,Go,1st Lane,,7:58:53,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,7:59:03,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,7:59:05,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,7:59:15,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,7:59:16,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,7:59:17,Low (0 - 33 %),2.0,,
Vehicle,Go,1st Lane,,7:59:21,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,7:59:51,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,7:59:52,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,7:59:53,Low (0 - 33 %),1.0,,
Vehicle,Go,1st Lane,,8:00:00,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:00:12,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:00:13,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,8:00:14,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:00:15,Low (0 - 33 %),1.0,,
Vehicle,Stop,1st Lane,,8:00:44,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:00:45,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,8:00:47,Moderate (34 - 80 %),1.0,,
Vehicle,Go,1st Lane,,8:00:48,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:00:55,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:01:01,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:01:24,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:01:25,Moderate (34 - 80 %),,,
Passenger,Load,1st Lane,,8:01:35,Low (0 - 33 %),1.0,,
Vehicle,Go,1st Lane,,8:01:37,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:01:42,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:01:43,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:01:45,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:01:56,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:01:57,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:02:01,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:02:14,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:02:15,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:02:23,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:02:24,Moderate (34 - 80 %),,,
Passenger,Load,1st Lane,,8:02:25,Moderate (34 - 80 %),1.0,,
Vehicle,Go,1st Lane,,8:02:26,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:02:34,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:02:35,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:02:42,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:02:43,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:03:00,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,1st Lane,,8:03:08,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:03:15,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:03:16,Moderate (34 - 80 %),,,
Passenger,Load,1st Lane,,8:03:32,Moderate (34 - 80 %),1.0,,
Vehicle,Go,1st Lane,,8:03:35,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:03:48,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:03:49,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:03:50,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:03:57,Moderate (34 - 80 %),,,
Passenger,Load,1st Lane,,8:03:58,Moderate (34 - 80 %),1.0,,
Passenger,Wait,1st Lane,,8:03:59,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:04:00,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:04:26,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,1st Lane,,8:04:40,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:04:45,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,1st Lane,,8:04:50,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:04:52,Moderate (34 - 80 %),,,
Passenger,Wait,1st Lane,,8:04:53,Moderate (34 - 80 %),,,
Vehicle,Go,1st Lane,,8:04:54,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:04:56,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,1st Lane,,8:05:08,Moderate (34 - 80 %),,,
Vehicle,Stop,1st Lane,,8:05:23,Moderate (34 - 80 %),,,
Passenger,Load,1st Lane,,8:05:24,Full (81 - 100%),1.0,,
Passenger,Wait,1st Lane,,8:05:25,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:05:28,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:05:38,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:05:39,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:06:01,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:06:05,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:06:26,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:06:30,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:07:10,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:07:12,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:07:46,Full (81 - 100%),,,
Vehicle,Wait,1st Lane,,8:07:47,Full (81 - 100%),,,
Passenger,Load,1st Lane,,8:07:49,Full (81 - 100%),2.0,,
Passenger,Wait,1st Lane,,8:07:50,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:07:52,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:08:20,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:08:24,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:09:13,Full (81 - 100%),,,
Vehicle,Wait,1st Lane,,8:09:14,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,8:09:19,Full (81 - 100%),-1.0,,
Vehicle,Go,1st Lane,,8:09:20,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:09:32,Full (81 - 100%),,,
Passenger,Wait,1st Lane,,8:09:33,Full (81 - 100%),,,
Passenger,Load,1st Lane,,8:09:34,Full (81 - 100%),1.0,,
Vehicle,Go,1st Lane,,8:09:35,Full (81 - 100%),,,
Stoplight,Stop,1st Lane,,8:09:48,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:10:00,Full (81 - 100%),,,
Passenger,Wait,1st Lane,,8:10:04,Full (81 - 100%),,,
Stoplight,Go,1st Lane,,8:10:16,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:10:27,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:10:45,Full (81 - 100%),,,
Passenger,Wait,1st Lane,,8:10:46,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,8:10:51,Moderate (34 - 80 %),-2.0,,
Passenger,Load,1st Lane,,8:10:53,Moderate (34 - 80 %),1.0,,
Vehicle,Go,1st Lane,,8:10:54,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:10:55,Moderate (34 - 80 %),,,
Vehicle,Stop,2nd Lane,,8:11:18,Moderate (34 - 80 %),,,
Passenger,Wait,2nd Lane,,8:11:19,Moderate (34 - 80 %),,,
Passenger,Load,2nd Lane,,8:11:23,Full (81 - 100%),1.0,,
Vehicle,Go,2nd Lane,,8:11:24,Full (81 - 100%),,,
Vehicle,1 Lane Left,3rd Lane,,8:11:35,Full (81 - 100%),,,
Vehicle,Stop,3rd Lane,,8:11:49,Full (81 - 100%),,,
Passenger,Wait,3rd Lane,,8:11:50,Full (81 - 100%),,,
Vehicle,Go,3rd Lane,,8:11:53,Full (81 - 100%),,,
Vehicle,Stop,3rd Lane,,8:12:00,Full (81 - 100%),,,
Passenger,Wait,3rd Lane,,8:12:01,Full (81 - 100%),,,
Vehicle,Go,3rd Lane,,8:12:03,Full (81 - 100%),,,
Vehicle,Stop,3rd Lane,,8:12:04,Full (81 - 100%),,,
Passenger,Wait,3rd Lane,,8:12:05,Full (81 - 100%),,,
Vehicle,Go,3rd Lane,,8:12:08,Full (81 - 100%),,,
Vehicle,1 Lane Right,2nd Lane,,8:12:12,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,8:12:26,Full (81 - 100%),,,
Passenger,Wait,2nd Lane,,8:12:27,Full (81 - 100%),,,
Vehicle,Go,2nd Lane,,8:12:33,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,8:12:35,Full (81 - 100%),,,
Passenger,Wait,2nd Lane,,8:12:36,Full (81 - 100%),,,
Vehicle,Go,2nd Lane,,8:12:37,Full (81 - 100%),,,
Stoplight,Stop,2nd Lane,,8:12:40,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,8:13:00,Full (81 - 100%),,,
Passenger,Wait,2nd Lane,,8:13:08,Full (81 - 100%),,,
Passenger,Unload,2nd Lane,,8:13:08,Full (81 - 100%),-3.0,,
Passenger,Load,2nd Lane,,8:13:16,Full (81 - 100%),2.0,,
Vehicle,Wait,2nd Lane,,8:13:18,Full (81 - 100%),,,
Stoplight,Go,2nd Lane,,8:14:39,Full (81 - 100%),,,
Passenger,Load,2nd Lane,,8:14:40,Full (81 - 100%),2.0,,
Passenger,Wait,2nd Lane,,8:14:43,Full (81 - 100%),,,
Vehicle,Go,2nd Lane,,8:14:51,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,8:15:20,Full (81 - 100%),,,
Vehicle,Go,2nd Lane,,8:15:21,Full (81 - 100%),,,
Vehicle,1 Lane Left,1st Lane,,8:15:25,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:15:45,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:15:46,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:16:14,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:16:15,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:16:28,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:16:37,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:16:49,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:16:55,Full (81 - 100%),,,
Stoplight,Stop,1st Lane,,8:17:07,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:17:15,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:17:23,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:17:35,Full (81 - 100%),,,
Passenger,Wait,1st Lane,,8:17:36,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,8:17:40,Full (81 - 100%),-1.0,,
Vehicle,Go,1st Lane,,8:17:42,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:17:45,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,8:17:58,Full (81 - 100%),,,
Passenger,Wait,2nd Lane,,8:17:59,Full (81 - 100%),,,
Stoplight,Go,2nd Lane,,8:18:33,Full (81 - 100%),,,
Vehicle,Go,2nd Lane,,8:18:40,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:18:54,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:19:20,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:19:30,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:19:37,Full (81 - 100%),,,
Passenger,Wait,1st Lane,,8:19:38,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,8:19:40,Full (81 - 100%),-1.0,,
Vehicle,Go,1st Lane,,8:19:41,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:21:20,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,8:21:21,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:21:45,Full (81 - 100%),,,
Vehicle,Wait,1st Lane,,8:21:46,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,8:21:50,Full (81 - 100%),-1.0,,
Vehicle,Go,1st Lane,,8:21:51,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:22:04,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:22:08,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:22:20,Full (81 - 100%),,,
Vehicle,1 Lane Right,1st Lane,,8:22:35,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:23:17,Full (81 - 100%),,,
Vehicle,1 Lane Left,3rd Lane,,8:23:27,Full (81 - 100%),,,
Vehicle,Stop,3rd Lane,,8:23:34,Full (81 - 100%),,,
Vehicle,Go,3rd Lane,,8:23:35,Full (81 - 100%),,,
Vehicle,2 Lane Right,1st Lane,,8:24:05,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:24:55,Full (81 - 100%),,,
Vehicle,Wait,1st Lane,,8:24:56,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,8:24:59,Full (81 - 100%),-1.0,,
Vehicle,Go,1st Lane,,8:25:00,Full (81 - 100%),,,
Vehicle,Stop,1st Lane,,8:25:15,Full (81 - 100%),,,
Passenger,Load,1st Lane,,8:25:16,Full (81 - 100%),1.0,,
Vehicle,Go,1st Lane,,8:25:17,Full (81 - 100%),,,
Vehicle,1 Lane Left,2nd Lane,,8:25:30,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,8:25:34,Full (81 - 100%),,,
Passenger,Wait,2nd Lane,,8:25:35,Full (81 - 100%),,,
Passenger,Unload,2nd Lane,,8:25:36,Moderate (34 - 80 %),-2.0,,
Vehicle,Go,2nd Lane,,8:25:45,Moderate (34 - 80 %),,,
Vehicle,Stop,2nd Lane,,8:25:56,Moderate (34 - 80 %),,,
Passenger,Wait,2nd Lane,,8:25:57,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,8:26:40,Moderate (34 - 80 %),,,
Vehicle,Stop,2nd Lane,,8:26:44,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,8:26:45,Moderate (34 - 80 %),,,
Passenger,Wait,2nd Lane,,8:26:46,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,8:27:15,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,1st Lane,,8:27:35,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:27:50,Moderate (34 - 80 %),,,
Vehicle,Stop,2nd Lane,,8:28:08,Moderate (34 - 80 %),,,
Passenger,Wait,2nd Lane,,8:28:09,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,8:28:10,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,1st Lane,,8:28:30,Low (0 - 33 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:28:40,Low (0 - 33 %),,,
Vehicle,1 Lane Right,1st Lane,,8:29:00,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:29:54,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:29:55,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:30:18,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:30:26,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:30:27,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:30:28,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:30:34,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:30:35,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,8:30:42,Low (0 - 33 %),-3.0,,
Vehicle,Go,1st Lane,,8:30:48,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:31:16,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,8:31:17,Low (0 - 33 %),-2.0,,
Vehicle,Go,1st Lane,,8:31:18,Low (0 - 33 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:31:25,Low (0 - 33 %),,,
Vehicle,1 Lane Left,3rd Lane,,8:31:39,Low (0 - 33 %),,,
Vehicle,Stop,3rd Lane,,8:31:54,Low (0 - 33 %),,,
Passenger,Wait,3rd Lane,,8:31:55,Low (0 - 33 %),,,
Passenger,Unload,3rd Lane,,8:31:56,Low (0 - 33 %),,,
Vehicle,Go,3rd Lane,,8:32:01,Low (0 - 33 %),,,
Vehicle,1 Lane Right,2nd Lane,,8:32:25,Low (0 - 33 %),,,
Vehicle,1 Lane Right,1st Lane,,8:32:30,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:32:55,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:32:56,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:33:24,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:33:25,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:33:36,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:34:25,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:34:26,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:34:30,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:34:35,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:34:36,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:34:46,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:34:47,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:34:54,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:35:10,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:35:11,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:35:57,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:35:58,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:36:04,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:36:05,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:37:00,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:37:01,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:37:11,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:37:12,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:37:14,Low (0 - 33 %),,,
Stoplight,Stop,1st Lane,,8:37:15,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:37:29,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:37:30,Low (0 - 33 %),,,
Vehicle,Unload,1st Lane,,8:37:34,Low (0 - 33 %),-1.0,,
Passenger,Wait,1st Lane,,8:37:35,Low (0 - 33 %),,,
Stoplight,Go,1st Lane,,8:37:49,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:37:52,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:38:17,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,8:38:18,Low (0 - 33 %),1.0,,
Vehicle,Go,1st Lane,,8:38:19,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:38:45,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:38:46,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:38:47,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:38:53,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:38:54,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:38:58,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:39:03,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:39:04,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:39:10,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:39:11,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,8:39:15,Low (0 - 33 %),1.0,,
Vehicle,Go,1st Lane,,8:39:17,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:39:50,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:39:51,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:40:02,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:40:03,Low (0 - 33 %),,,
Vehicle,1 Lane Left,2nd Lane,,8:40:10,Low (0 - 33 %),,,
Vehicle,1 Lane Right,1st Lane,,8:40:40,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:41:33,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,8:41:34,Low (0 - 33 %),-1.0,,
Vehicle,Go,1st Lane,,8:41:35,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:42:20,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:42:21,Low (0 - 33 %),,,
Stoplight,Go,1st Lane,,8:42:24,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:42:25,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:43:10,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,8:43:11,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,8:43:12,Low (0 - 33 %),-2.0,,
Vehicle,Go,1st Lane,,8:43:15,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:43:54,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,8:43:55,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,8:45:24,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,8:45:25,Low (0 - 33 %),-11.0,,
Passenger,Wait,1st Lane,,,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,14:31,Full (81 - 100%),,,
Passenger,Stop,1st Lane,,,Full (81 - 100%),,,
Passenger,Unload,1st Lane,,14:33,Full (81 - 100%),,,
Vehicle,Go,1st Lane,,14:33:07,Full (81 - 100%),,,
Vehicle,1 Lane Right,2nd Lane,,,Full (81 - 100%),,,
Passenger,Wait,2nd Lane,,14:34:18,Full (81 - 100%),,,
Vehicle,Go,2nd Lane,,14:34:19,Full (81 - 100%),,,
Vehicle,1 Lane Right,3rd Lane,,,Full (81 - 100%),,,
Vehicle,Stop,2nd Lane,,14:34:50,Full (81 - 100%),,,car jam
Vehicle,Go,2nd Lane,,14:35,Full (81 - 100%),,,
Passenger,Stop,2nd Lane,,,Full (81 - 100%),,,
Passenger,Unload,2nd Lane,,14:35:50,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,14:36:12,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,
Passenger,1 Lane Right,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Stop,2nd Lane,,14:37:35,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,3rd Lane,,14:38:50,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,3rd Lane,,,Moderate (34 - 80 %),,,avoid car that is stopped in front
Vehicle,1 Lane Right,4th Lane,,,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Unload,2nd Lane,,14:41:41,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,14:41:49,Moderate (34 - 80 %),,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Unload,2nd Lane,,14:42:20,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,14:42:29,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,3rd Lane,,14:43:30,Moderate (34 - 80 %),,,
Stoplight,Stop,2nd Lane,,14:46:12,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Unload,2nd Lane,,14:47:35,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,14:47:45,Moderate (34 - 80 %),,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Unload,2nd Lane,,14:48:21,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,1 Lane Left,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,14:49:01,Low (0 - 33 %),,,car jam
Vehicle,Go,1st Lane,,14:50:35,Low (0 - 33 %),,,
Vehicle,1 Lane Right,1st Lane,,14:50:55,Low (0 - 33 %),,,
Stoplight,Stop,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,14:53:01,Low (0 - 33 %),,,
Vehicle,1 Lane Left,1st Lane,,14:53:28,Low (0 - 33 %),,,avoid jeep stopping
Vehicle,1 Lane Right,2nd Lane,,,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,1 Lane Right,3rd Lane,,,Low (0 - 33 %),,,
Stoplight,Stop,3rd Lane,,14:54:10,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,14:55:55,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,14:58,Low (0 - 33 %),,,
Passenger,Stop,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,14:59:50,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,15:02,Low (0 - 33 %),,,end of line (j posadas)
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,15:09,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,15:10:38,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,15:11:11,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,15:12:40,Low (0 - 33 %),,,vehicle blocking
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,,Low (0 - 33 %),,,
